,trip_uuid,data,route_type,is_cutoff
7059,trip-153756308725951466,training,FTL,False
7060,trip-153756309268666660,training,Carting,False
7061,trip-153756310754724120,training,FTL,False
7062,trip-153756314885788395,training,Carting,False
7063,trip-153756316613557033,training,Carting,False
7064,trip-153756328460926981,training,Carting,False
7065,trip-153756328805568162,training,Carting,False
7066,trip-153756331822732987,training,Carting,False
7067,trip-153756335321071471,training,Carting,False
7068,trip-153756341490455047,training,FTL,False
7069,trip-153756343347464639,training,Carting,False
7070,trip-153756347261591539,training,Carting,False
7071,trip-153756351934105134,training,FTL,False
7072,trip-153756354647703896,training,FTL,False
7073,trip-153756357370510316,training,FTL,False
7074,trip-153756365777381683,training,FTL,False
7075,trip-153756373492254278,training,Carting,False
7076,trip-153756387254377363,training,FTL,False
7077,trip-153756395603506565,training,FTL,False
7078,trip-153756398522034383,training,Carting,False
7079,trip-153756403134095162,training,FTL,False
7080,trip-153756407242053599,training,Carting,False
7081,trip-153756408612026425,training,FTL,False
7082,trip-153756428134955663,training,Carting,False
7083,trip-153756430042455627,training,FTL,False
7084,trip-153756430125251108,training,FTL,False
7085,trip-153756459519298577,training,FTL,False
7086,trip-153756462205065136,training,Carting,False
7087,trip-153756468093704731,training,Carting,False
7088,trip-153756470663312732,training,FTL,False
7089,trip-153756471795992928,training,Carting,False
7090,trip-153756473210124050,training,FTL,False
7091,trip-153756473386167700,training,FTL,False
7092,trip-153756479796679502,training,FTL,False
7093,trip-153756487432437281,training,FTL,False
7094,trip-153756510712539908,training,FTL,False
7095,trip-153756514659007541,training,FTL,False
7096,trip-153756515580353917,training,Carting,True
7097,trip-153756530214611723,training,FTL,False
7098,trip-153756546726140796,training,FTL,False
7099,trip-153756549197543885,training,FTL,False
7100,trip-153756553283430182,training,FTL,False
7101,trip-153756555552249406,training,FTL,False
7102,trip-153756563901538681,training,FTL,False
7103,trip-153756567023879990,training,Carting,False
7104,trip-153756586721234413,training,Carting,False
7105,trip-153756592080770587,training,FTL,False
7106,trip-153756595519412941,training,Carting,False
7107,trip-153756603883941583,training,FTL,False
7108,trip-153756604120815433,training,FTL,False
7109,trip-153756604887342943,training,FTL,False
7110,trip-153756612663828179,training,Carting,False
7111,trip-153756633676651419,training,FTL,False
7112,trip-153756639636014584,training,FTL,False
7113,trip-153756659662223928,training,Carting,False
7114,trip-153756663926841830,training,FTL,False
7115,trip-153756665128871273,training,Carting,False
7116,trip-153756669278197450,training,FTL,False
7117,trip-153756669559317772,training,FTL,False
7118,trip-153756673430538177,training,Carting,False
7119,trip-153756673818601033,training,Carting,False
7120,trip-153756682130374315,training,Carting,False
7121,trip-153756684824677414,training,Carting,False
7122,trip-153756690563484855,training,FTL,False
7123,trip-153756710361595614,training,FTL,False
7124,trip-153756713929871939,training,Carting,False
7125,trip-153756731884367333,training,FTL,False
7126,trip-153756749461682056,training,FTL,False
7127,trip-153756750643237609,training,FTL,False
7128,trip-153756761711356158,training,FTL,False
7129,trip-153756764648589191,training,Carting,False
7130,trip-153756768921237389,training,FTL,False
7131,trip-153756775240019233,training,FTL,False
7132,trip-153756785925032378,training,FTL,False
7133,trip-153756804852399925,training,Carting,False
7134,trip-153756808026068777,training,Carting,False
7135,trip-153756808483205755,training,Carting,False
7136,trip-153756814256636900,training,FTL,False
7137,trip-153756819658730061,training,Carting,False
7138,trip-153756822334638853,training,FTL,False
7139,trip-153756828148812521,training,FTL,False
7140,trip-153756829459064568,training,Carting,False
7141,trip-153756837509161381,training,FTL,False
7142,trip-153756842098329678,training,Carting,False
7143,trip-153756866182220109,training,Carting,False
7144,trip-153756867355758139,training,FTL,False
7145,trip-153756868816076521,training,Carting,False
7146,trip-153756880436313574,training,Carting,False
7147,trip-153756881824190491,training,Carting,False
7148,trip-153756885834070181,training,FTL,False
7149,trip-153756887559997342,training,Carting,False
7150,trip-153756890987473619,training,Carting,False
7151,trip-153756893077817593,training,Carting,False
7152,trip-153756894224049516,training,Carting,False
7153,trip-153756896730255058,training,Carting,False
7154,trip-153756913358177295,training,Carting,False
7155,trip-153756915883354624,training,Carting,False
7156,trip-153756916416100041,training,Carting,False
7157,trip-153756928823047259,training,FTL,False
7158,trip-153756946296213005,training,FTL,False
7159,trip-153756952254270679,training,Carting,False
7160,trip-153756957614646210,training,Carting,False
7161,trip-153756965627712957,training,Carting,False
7162,trip-153756976717378820,training,FTL,False
7163,trip-153756983029278499,training,FTL,False
7164,trip-153756985058001431,training,FTL,False
7165,trip-153756986889293853,training,FTL,False
7166,trip-153757001998275766,training,FTL,False
7167,trip-153757005581323003,training,FTL,False
7168,trip-153757013570330406,training,FTL,False
7169,trip-153757017740984215,training,FTL,False
7170,trip-153757018077360320,training,Carting,False
7171,trip-153757021608256339,training,Carting,False
7172,trip-153757023878092675,training,Carting,False
7173,trip-153757034445180140,training,Carting,False
7174,trip-153757037052633137,training,Carting,False
7175,trip-153757039421693369,training,FTL,False
7176,trip-153757039699614027,training,FTL,False
7177,trip-153757041980468883,training,Carting,False
7178,trip-153757045343358474,training,Carting,False
7179,trip-153757046057972149,training,Carting,False
7180,trip-153757050193175296,training,FTL,False
7181,trip-153757051601843396,training,FTL,False
7182,trip-153757066358071488,training,Carting,False
7183,trip-153757069062518737,training,FTL,False
7184,trip-153757085871148506,training,Carting,False
7185,trip-153757090620091693,training,Carting,False
7186,trip-153757093451856659,training,Carting,False
7187,trip-153757098577668288,training,Carting,False
7188,trip-153757117358765099,training,Carting,False
7189,trip-153757128316791481,training,Carting,False
7190,trip-153757131835934166,training,FTL,False
7191,trip-153757140377493194,training,FTL,False
7192,trip-153757142216380405,training,FTL,False
7193,trip-153757143470784288,training,FTL,False
7194,trip-153757159947325117,training,FTL,False
7195,trip-153757161556601013,training,FTL,False
7196,trip-153757164065055996,training,FTL,False
7197,trip-153757164370020684,training,Carting,False
7198,trip-153757167893584164,training,FTL,False
7199,trip-153757168367005243,training,Carting,False
7200,trip-153757171267017164,training,Carting,False
7201,trip-153757171475888355,training,FTL,False
7202,trip-153757174885915030,training,Carting,False
7203,trip-153757179379099819,training,Carting,False
7204,trip-153757183400969130,training,FTL,False
7205,trip-153757212016377107,training,Carting,False
7206,trip-153757213483891633,training,FTL,False
7207,trip-153757216301244706,training,Carting,False
7208,trip-153757233218124925,training,Carting,False
7209,trip-153757241108569920,training,FTL,False
7210,trip-153757252338829630,training,FTL,False
7211,trip-153757255650365052,training,Carting,True
7212,trip-153757257246435083,training,Carting,False
7213,trip-153757259067219119,training,Carting,False
7214,trip-153757261808989296,training,Carting,False
7215,trip-153757265880022056,training,Carting,False
7216,trip-153757269970349939,training,Carting,False
7217,trip-153757287002012955,training,Carting,False
7218,trip-153757290427499029,training,Carting,False
7219,trip-153757292111823858,training,FTL,False
7220,trip-153757306604911900,training,Carting,False
7221,trip-153757314050330118,training,FTL,False
7222,trip-153757318150125491,training,FTL,False
7223,trip-153757321927350493,training,Carting,False
7224,trip-153757325223037240,training,FTL,False
7225,trip-153757334892495350,training,FTL,False
7226,trip-153757353446116629,training,Carting,False
7227,trip-153757357412535036,training,FTL,False
7228,trip-153757379483658916,training,FTL,False
7229,trip-153757384074978941,training,Carting,False
7230,trip-153757386825996793,training,FTL,False
7231,trip-153757387394275443,training,Carting,False
7232,trip-153757388685605558,training,Carting,False
7233,trip-153757405392048149,training,Carting,False
7234,trip-153757407106806777,training,Carting,False
7235,trip-153757418828681696,training,Carting,False
7236,trip-153757426142394548,training,Carting,False
7237,trip-153757429671897853,training,FTL,False
7238,trip-153757434401669895,training,Carting,False
7239,trip-153757437677233413,training,Carting,False
7240,trip-153757439969498911,training,Carting,False
7241,trip-153757442419172383,training,Carting,False
7242,trip-153757447588236781,training,Carting,False
7243,trip-153757448943710607,training,Carting,False
7244,trip-153757469008706505,training,Carting,False
7245,trip-153757473189438541,training,Carting,False
7246,trip-153757500768376179,training,Carting,False
7247,trip-153757503442538066,training,Carting,False
7248,trip-153757510841290155,training,Carting,False
7249,trip-153757512084871008,training,FTL,False
7250,trip-153757512526918874,training,Carting,False
7251,trip-153757514091980236,training,Carting,False
7252,trip-153757525317044788,training,Carting,False
7253,trip-153757527141017466,training,FTL,False
7254,trip-153757533025851966,training,FTL,False
7255,trip-153757534309692982,training,Carting,False
7256,trip-153757538620194401,training,FTL,False
7257,trip-153757542292670502,training,FTL,False
7258,trip-153757547888373683,training,Carting,False
7259,trip-153757557766536589,training,FTL,False
7260,trip-153757565825362132,training,Carting,False
7261,trip-153757579951259721,training,Carting,False
7262,trip-153757611549939132,training,Carting,False
7263,trip-153757629968448986,training,Carting,False
7264,trip-153757640672001439,training,Carting,False
7265,trip-153757642175981752,training,Carting,False
7266,trip-153757653570847030,training,FTL,False
7267,trip-153757661763363192,training,FTL,False
7268,trip-153757673070653230,training,FTL,False
7269,trip-153757681008888218,training,Carting,False
7270,trip-153757682244771991,training,Carting,False
7271,trip-153757689025495212,training,Carting,False
7272,trip-153757689029623623,training,Carting,False
7273,trip-153757698406786639,training,FTL,False
7274,trip-153757708283788436,training,Carting,False
7275,trip-153757712720407643,training,Carting,False
7276,trip-153757734345856505,training,Carting,False
7277,trip-153757747141397323,training,Carting,False
7278,trip-153757750074918891,training,FTL,False
7279,trip-153757751807926541,training,FTL,False
7280,trip-153757759778598282,training,FTL,False
7281,trip-153757762551136005,training,FTL,False
7282,trip-153757765074573076,training,Carting,False
7283,trip-153757773201775270,training,Carting,False
7284,trip-153757787981371457,training,FTL,False
7285,trip-153757798302576790,training,Carting,False
7286,trip-153757809048581834,training,FTL,False
7287,trip-153757809108123740,training,FTL,False
7288,trip-153757809774393290,training,FTL,False
7289,trip-153757819512432418,training,Carting,False
7290,trip-153757835058024650,training,Carting,False
7291,trip-153757843305725468,training,Carting,False
7292,trip-153757850523672313,training,Carting,False
7293,trip-153757853452165881,training,Carting,True
7294,trip-153757865090694572,training,Carting,False
7295,trip-153757872261589897,training,FTL,False
7296,trip-153757877816064394,training,Carting,False
7297,trip-153757886701877336,training,FTL,False
7298,trip-153757887897539881,training,FTL,False
7299,trip-153757898143941433,training,Carting,False
7300,trip-153757898689719939,training,Carting,False
7301,trip-153757899935104512,training,Carting,False
7302,trip-153757900611472056,training,Carting,False
7303,trip-153757905502623829,training,FTL,False
7304,trip-153757917674683146,training,Carting,False
7305,trip-153757932153785859,training,Carting,False
7306,trip-153757940002044371,training,FTL,False
7307,trip-153757963024725325,training,Carting,False
7308,trip-153757978107235787,training,Carting,False
7309,trip-153757986167622597,training,Carting,False
7310,trip-153757993199804433,training,Carting,False
7311,trip-153757995977022494,training,FTL,False
7312,trip-153757998610326762,training,Carting,False
7313,trip-153758007349856704,training,FTL,False
7314,trip-153758022550214072,training,FTL,False
7315,trip-153758027575952962,training,Carting,False
7316,trip-153758035904729693,training,FTL,False
7317,trip-153758060777715005,training,Carting,False
7318,trip-153758063060000193,training,Carting,False
7319,trip-153758065804698363,training,Carting,False
7320,trip-153758067250224666,training,FTL,False
7321,trip-153758071420764987,training,Carting,False
7322,trip-153758078971987859,training,Carting,False
7323,trip-153758091815286148,training,FTL,False
7324,trip-153758098315043827,training,FTL,False
7325,trip-153758102354383920,training,Carting,False
7326,trip-153758105733984155,training,Carting,False
7327,trip-153758112290708309,training,Carting,False
7328,trip-153758119380952909,training,Carting,False
7329,trip-153758133060765756,training,FTL,False
7330,trip-153758138840229888,training,Carting,False
7331,trip-153758139547838296,training,FTL,False
7332,trip-153758140681156648,training,FTL,False
7333,trip-153758144972732332,training,Carting,False
7334,trip-153758145016324711,training,Carting,False
7335,trip-153758159675308977,training,FTL,False
7336,trip-153758163649356444,training,Carting,False
7337,trip-153758180022857417,training,Carting,False
7338,trip-153758186712434006,training,Carting,False
7339,trip-153758193383565439,training,FTL,False
7340,trip-153758202973683166,training,Carting,False
7341,trip-153758208685224274,training,FTL,False
7342,trip-153758211116299392,training,FTL,False
7343,trip-153758247386126385,training,Carting,False
7344,trip-153758247765274810,training,Carting,False
7345,trip-153758251409797050,training,Carting,False
7346,trip-153758266713688637,training,Carting,True
7347,trip-153758268081017609,training,FTL,False
7348,trip-153758270937031273,training,FTL,False
7349,trip-153758271032791414,training,Carting,False
7350,trip-153758272215672096,training,Carting,False
7351,trip-153758280646960295,training,FTL,False
7352,trip-153758285281793887,training,Carting,False
7353,trip-153758287379053006,training,FTL,False
7354,trip-153758309824301231,training,FTL,False
7355,trip-153758321659851727,training,Carting,False
7356,trip-153758357268271568,training,FTL,False
7357,trip-153758358003460976,training,Carting,False
7358,trip-153758376799785861,training,FTL,False
7359,trip-153758398756342053,training,FTL,False
7360,trip-153758399287145716,training,FTL,False
7361,trip-153758399314982460,training,FTL,False
7362,trip-153758425173158868,training,Carting,False
7363,trip-153758434276720837,training,Carting,False
7364,trip-153758488132330869,training,FTL,False
7365,trip-153758489085202438,training,Carting,False
7366,trip-153758492845766582,training,FTL,False
7367,trip-153758509029062626,training,Carting,False
7368,trip-153758511738426080,training,Carting,False
7369,trip-153758530842317753,training,Carting,False
7370,trip-153758553658020033,training,FTL,False
7371,trip-153758558533451589,training,FTL,False
7372,trip-153758562872273093,training,FTL,False
7373,trip-153758568665373621,training,Carting,False
7374,trip-153758620113565116,training,Carting,False
7375,trip-153758622517431413,training,Carting,False
7376,trip-153758636097776620,training,FTL,False
7377,trip-153758646678588217,training,Carting,False
7378,trip-153758648231023277,training,Carting,False
7379,trip-153758655852369379,training,Carting,False
7380,trip-153758664393225007,training,Carting,False
7381,trip-153758671537906486,training,Carting,False
7382,trip-153758678021538657,training,Carting,False
7383,trip-153758679890795288,training,FTL,False
7384,trip-153758679895397867,training,Carting,False
7385,trip-153758684191631679,training,Carting,False
7386,trip-153758692442769959,training,Carting,False
7387,trip-153758701568613525,training,Carting,False
7388,trip-153758710956665794,training,Carting,False
7389,trip-153758712183962750,training,Carting,False
7390,trip-153758713730683347,training,FTL,False
7391,trip-153758717844389461,training,Carting,False
7392,trip-153758724206553813,training,FTL,False
7393,trip-153758732968500211,training,Carting,False
7394,trip-153758736232952973,training,Carting,False
7395,trip-153758737918619797,training,FTL,False
7396,trip-153758755960894226,training,Carting,False
7397,trip-153758765677989073,training,Carting,False
7398,trip-153758785624525954,training,Carting,False
7399,trip-153758834176052161,training,Carting,False
7400,trip-153758855572736069,training,Carting,False
7401,trip-153758862442451019,training,Carting,False
7402,trip-153758865231525908,training,Carting,False
7403,trip-153758865537970682,training,Carting,False
7404,trip-153758869299154537,training,FTL,False
7405,trip-153758870189222272,training,Carting,False
7406,trip-153758879673550217,training,FTL,False
7407,trip-153758889686180610,training,Carting,False
7408,trip-153758895506669465,training,FTL,False
7409,trip-153758899389892918,training,Carting,False
7410,trip-153758903608728063,training,Carting,False
7411,trip-153758933454114496,training,Carting,False
7412,trip-153758945325213608,training,Carting,False
7413,trip-153758948813145951,training,Carting,False
7414,trip-153758951564157441,training,FTL,False
7415,trip-153759006105422516,training,Carting,False
7416,trip-153759023256781654,training,Carting,False
7417,trip-153759025632079041,training,FTL,False
7418,trip-153759026793239547,training,FTL,False
7419,trip-153759045669007128,training,FTL,False
7420,trip-153759053571374503,training,Carting,False
7421,trip-153759059194539915,training,FTL,False
7422,trip-153759060055527676,training,Carting,False
7423,trip-153759061442776033,training,FTL,False
7424,trip-153759079562498294,training,FTL,False
7425,trip-153759097711615617,training,FTL,False
7426,trip-153759101408126548,training,Carting,False
7427,trip-153759108712905092,training,FTL,False
7428,trip-153759125458273298,training,Carting,False
7429,trip-153759127235780638,training,Carting,False
7430,trip-153759143541373415,training,Carting,False
7431,trip-153759153494756712,training,Carting,False
7432,trip-153759168355217725,training,Carting,False
7433,trip-153759174280800288,training,FTL,False
7434,trip-153759189560949937,training,FTL,False
7435,trip-153759190985265955,training,Carting,False
7436,trip-153759200506049123,training,Carting,False
7437,trip-153759206648124089,training,Carting,False
7438,trip-153759210483476123,training,FTL,False
7439,trip-153759225203478393,training,FTL,False
7440,trip-153759241225863510,training,Carting,False
7441,trip-153759259543880340,training,Carting,False
7442,trip-153759275169639623,training,FTL,False
7443,trip-153759276816754722,training,FTL,False
7444,trip-153759295378041439,training,Carting,False
7445,trip-153759296686617692,training,Carting,False
7446,trip-153759317293047518,training,Carting,False
7447,trip-153759370605537488,training,FTL,False
7448,trip-153759371222077187,training,Carting,False
7449,trip-153759378659914846,training,Carting,False
7450,trip-153759399312625521,training,Carting,False
7451,trip-153759425421685734,training,Carting,False
7452,trip-153759446672501867,training,FTL,False
7453,trip-153759453412567612,training,Carting,False
7454,trip-153759460192454655,training,Carting,False
7455,trip-153759464819658315,training,Carting,False
7456,trip-153759544563555598,training,FTL,False
7457,trip-153759554444011297,training,Carting,False
7458,trip-153759567947521870,training,Carting,False
7459,trip-153759573136146899,training,FTL,False
7460,trip-153759574910468958,training,FTL,False
7461,trip-153759577109641539,training,Carting,False
7462,trip-153759583713398112,training,Carting,False
7463,trip-153759600807496878,training,Carting,False
7464,trip-153759609990228682,training,FTL,False
7465,trip-153759611140466524,training,Carting,False
7466,trip-153759640431019679,training,Carting,False
7467,trip-153759653504171440,training,Carting,False
7468,trip-153759657429809563,training,Carting,False
7469,trip-153759661769643712,training,Carting,False
7470,trip-153759670199790692,training,FTL,False
7471,trip-153759709175320789,training,FTL,False
7472,trip-153759718051693567,training,Carting,False
7473,trip-153759720809911902,training,Carting,False
7474,trip-153759745826137087,training,Carting,False
7475,trip-153759752387969464,training,Carting,False
7476,trip-153759754841156556,training,Carting,False
7477,trip-153759756213187104,training,Carting,False
7478,trip-153759759998041153,training,Carting,False
7479,trip-153759767324578923,training,FTL,False
7480,trip-153759772609408333,training,Carting,False
7481,trip-153759790535494688,training,Carting,False
7482,trip-153759810811650775,training,FTL,False
7483,trip-153759811786204170,training,Carting,False
7484,trip-153759818955241414,training,Carting,False
7485,trip-153759837200045224,training,Carting,False
7486,trip-153759849629319940,training,Carting,False
7487,trip-153759853498058964,training,Carting,False
7488,trip-153759868924779532,training,Carting,False
7489,trip-153759896559243302,training,Carting,False
7490,trip-153759900235110823,training,FTL,False
7491,trip-153759902101148786,training,Carting,False
7492,trip-153759936794966132,training,Carting,False
7493,trip-153759947963581700,training,Carting,False
7494,trip-153759953773688098,training,Carting,False
7495,trip-153759983076087089,training,Carting,False
7496,trip-153759985015519061,training,Carting,False
7497,trip-153759999800509554,training,Carting,False
7498,trip-153760007416242775,training,FTL,False
7499,trip-153760019639159530,training,Carting,False
7500,trip-153760026879893284,training,FTL,False
7501,trip-153760050436206849,training,Carting,False
7502,trip-153760066155326016,training,Carting,False
7503,trip-153760084313174745,training,Carting,False
7504,trip-153760102045834619,training,Carting,False
7505,trip-153760124185756463,training,Carting,False
7506,trip-153760132943707833,training,Carting,False
7507,trip-153760162114482143,training,Carting,False
7508,trip-153760177074809205,training,Carting,False
7509,trip-153760180043921449,training,Carting,False
7510,trip-153760221833067286,training,Carting,False
7511,trip-153760246904633500,training,Carting,False
7512,trip-153760251351098638,training,FTL,False
7513,trip-153760259417117027,training,FTL,False
7514,trip-153760268139088522,training,Carting,False
7515,trip-153760283425107709,training,FTL,False
7516,trip-153760285469352317,training,Carting,False
7517,trip-153760347908335461,training,FTL,False
7518,trip-153760371700293948,training,Carting,False
7519,trip-153760372445095041,training,Carting,False
7520,trip-153760378023628022,training,Carting,False
7521,trip-153760395547523514,training,Carting,True
7522,trip-153760432207294019,training,Carting,False
7523,trip-153760456139079610,training,Carting,False
7524,trip-153760463788270936,training,Carting,False
7525,trip-153760468120778349,training,FTL,False
7526,trip-153760476704123312,training,Carting,False
7527,trip-153760488155470780,training,Carting,False
7528,trip-153760499750022907,training,Carting,False
7529,trip-153760509391543416,training,FTL,False
7530,trip-153760557680099399,training,FTL,False
7531,trip-153760590685199632,training,Carting,False
7532,trip-153760611028907066,training,Carting,False
7533,trip-153760618239135664,training,FTL,False
7534,trip-153760628674666268,training,FTL,False
7535,trip-153760638011640248,training,FTL,False
7536,trip-153760668309399876,training,FTL,False
7537,trip-153760668419540106,training,Carting,False
7538,trip-153760681553561272,training,Carting,False
7539,trip-153760700708319744,training,Carting,False
7540,trip-153760710199370546,training,Carting,False
7541,trip-153760745708302223,training,Carting,False
7542,trip-153760749025069230,training,Carting,False
7543,trip-153760761851640726,training,Carting,False
7544,trip-153760774049422550,training,FTL,False
7545,trip-153760811654045199,training,FTL,False
7546,trip-153760835897989344,training,FTL,False
7547,trip-153760840596657172,training,FTL,False
7548,trip-153760846587062276,training,FTL,False
7549,trip-153760873872085904,training,FTL,False
7550,trip-153760906190191110,training,FTL,False
7551,trip-153760936820661191,training,Carting,False
7552,trip-153760950406600621,training,FTL,False
7553,trip-153760990956585602,training,Carting,False
7554,trip-153761003705592923,training,FTL,False
7555,trip-153761025839671569,training,Carting,False
7556,trip-153761027759175729,training,Carting,False
7557,trip-153761059205169513,training,Carting,False
7558,trip-153761079142874644,training,FTL,False
7559,trip-153761117707566591,training,Carting,False
7560,trip-153761145367615617,training,Carting,False
7561,trip-153761203008909578,training,Carting,False
7562,trip-153761259492094351,training,FTL,False
7563,trip-153761277217398162,training,Carting,False
7564,trip-153761292842219649,training,FTL,False
7565,trip-153761299188515312,training,FTL,False
7566,trip-153761307120355075,training,Carting,False
7567,trip-153761314597654856,training,FTL,False
7568,trip-153761373099734708,training,Carting,False
7569,trip-153761403357161860,training,Carting,False
7570,trip-153761406688603169,training,FTL,False
7571,trip-153761444113630534,training,FTL,False
7572,trip-153761492997773872,training,Carting,False
7573,trip-153761552905375941,training,FTL,False
7574,trip-153761568647456368,training,Carting,False
7575,trip-153761568704792043,training,Carting,False
7576,trip-153761584139918815,training,FTL,False
7577,trip-153761587983122187,training,Carting,False
7578,trip-153761612700041891,training,Carting,False
7579,trip-153761637486842759,training,Carting,False
7580,trip-153761714571373169,training,Carting,False
7581,trip-153761723482349831,training,FTL,False
7582,trip-153761756412081935,training,FTL,False
7583,trip-153761761765970213,training,FTL,False
7584,trip-153761762876771530,training,FTL,False
7585,trip-153761782937902454,training,Carting,False
7586,trip-153761797676753177,training,Carting,False
7587,trip-153761813805058722,training,FTL,False
7588,trip-153761839684593007,training,Carting,False
7589,trip-153761849250210324,training,Carting,False
7590,trip-153761851236273429,training,Carting,False
7591,trip-153761854819978408,training,Carting,False
7592,trip-153761854900384425,training,FTL,False
7593,trip-153761921165601759,training,Carting,False
7594,trip-153761955651203194,training,FTL,False
7595,trip-153762025690332374,training,Carting,False
7596,trip-153762063587631094,training,Carting,False
7597,trip-153762098675237977,training,FTL,False
7598,trip-153762147186072675,training,Carting,False
7599,trip-153762166317391247,training,FTL,False
7600,trip-153762173740308578,training,FTL,False
7601,trip-153762220323309547,training,Carting,False
7602,trip-153762254575245090,training,FTL,False
7603,trip-153762279253837574,training,Carting,False
7604,trip-153762284872908098,training,Carting,False
7605,trip-153762286114974335,training,Carting,False
7606,trip-153762294206573903,training,FTL,False
7607,trip-153762302088153045,training,Carting,False
7608,trip-153762302742584394,training,Carting,False
7609,trip-153762327328676030,training,Carting,False
7610,trip-153762357466463467,training,FTL,False
7611,trip-153762364455309069,training,Carting,False
7612,trip-153762423171317512,training,FTL,False
7613,trip-153762448577128664,training,Carting,False
7614,trip-153762456631990651,training,FTL,False
7615,trip-153762462151968363,training,FTL,False
7616,trip-153762475080438091,training,FTL,False
7617,trip-153762480766336369,training,FTL,False
7618,trip-153762496398139686,training,Carting,False
7619,trip-153762505544505449,training,Carting,False
7620,trip-153762578463137747,training,FTL,False
7621,trip-153762624295360945,training,FTL,False
7622,trip-153762646624499027,training,Carting,False
7623,trip-153762650215196324,training,Carting,False
7624,trip-153762663251431714,training,Carting,False
7625,trip-153762667340452045,training,Carting,False
7626,trip-153762673254298526,training,FTL,False
7627,trip-153762680605011057,training,Carting,False
7628,trip-153762690584594912,training,Carting,False
7629,trip-153762690871475418,training,Carting,False
7630,trip-153762697539137848,training,Carting,False
7631,trip-153762719054251572,training,Carting,False
7632,trip-153762747992478699,training,Carting,False
7633,trip-153762788936203152,training,FTL,False
7634,trip-153762815514223013,training,Carting,False
7635,trip-153762828137457261,training,Carting,False
7636,trip-153762829606616848,training,Carting,False
7637,trip-153762865384959430,training,Carting,False
7638,trip-153762877083011555,training,FTL,False
7639,trip-153762895636861413,training,FTL,False
7640,trip-153762926178448406,training,FTL,False
7641,trip-153762938662337198,training,FTL,False
7642,trip-153762938999600011,training,Carting,False
7643,trip-153762943630946971,training,Carting,False
7644,trip-153762955316851410,training,Carting,False
7645,trip-153762966657579541,training,FTL,False
7646,trip-153762981702733714,training,FTL,False
7647,trip-153762982961190010,training,Carting,False
7648,trip-153762984190037764,training,Carting,False
7649,trip-153762984287704321,training,FTL,False
7650,trip-153762984667274418,training,FTL,False
7651,trip-153763014011688420,training,FTL,False
7652,trip-153763024960335495,training,Carting,False
7653,trip-153763047980223444,training,Carting,False
7654,trip-153763057396310341,training,Carting,False
7655,trip-153763063030632065,training,FTL,False
7656,trip-153763068441662381,training,FTL,False
7657,trip-153763078890417129,training,FTL,False
7658,trip-153763100563471280,training,Carting,False
7659,trip-153763156540442138,training,Carting,False
7660,trip-153763161225753038,training,FTL,False
7661,trip-153763176901381361,training,Carting,False
7662,trip-153763177404985969,training,Carting,False
7663,trip-153763180726810015,training,Carting,False
7664,trip-153763183734811988,training,FTL,False
7665,trip-153763189083041793,training,Carting,False
7666,trip-153763191531743896,training,Carting,False
7667,trip-153763196320213575,training,FTL,False
7668,trip-153763200029547402,training,Carting,False
7669,trip-153763252716768730,training,Carting,False
7670,trip-153763266684074400,training,FTL,False
7671,trip-153763268806398965,training,FTL,False
7672,trip-153763294768722277,training,Carting,False
7673,trip-153763311420800873,training,Carting,False
7674,trip-153763326625850962,training,Carting,False
7675,trip-153763328631509233,training,Carting,False
7676,trip-153763329521581697,training,FTL,False
7677,trip-153763337728428200,training,Carting,False
7678,trip-153763354902015420,training,Carting,False
7679,trip-153763365097980107,training,FTL,False
7680,trip-153763389609196636,training,Carting,False
7681,trip-153763430558308199,training,Carting,False
7682,trip-153763435981461227,training,Carting,False
7683,trip-153763438008564405,training,FTL,False
7684,trip-153763439241420090,training,Carting,False
7685,trip-153763447064464228,training,Carting,False
7686,trip-153763460379854054,training,Carting,False
7687,trip-153763487306597624,training,Carting,False
7688,trip-153763495223723021,training,Carting,False
7689,trip-153763495961741368,training,Carting,False
7690,trip-153763509712829680,training,Carting,False
7691,trip-153763515925634769,training,Carting,False
7692,trip-153763522655114523,training,Carting,False
7693,trip-153763525192037974,training,Carting,False
7694,trip-153763533736487541,training,Carting,False
7695,trip-153763535880157966,training,Carting,False
7696,trip-153763539096573640,training,Carting,False
7697,trip-153763540908192974,training,Carting,False
7698,trip-153763568131331085,training,FTL,False
7699,trip-153763572627735330,training,FTL,False
7700,trip-153763581224423405,training,Carting,False
7701,trip-153763594720166924,training,Carting,False
7702,trip-153763604290192537,training,Carting,False
7703,trip-153763608529871927,training,Carting,False
7704,trip-153763616696290146,training,Carting,False
7705,trip-153763639169974698,training,FTL,False
7706,trip-153763642209851681,training,FTL,False
7707,trip-153763667505452209,training,Carting,False
7708,trip-153763738323892150,training,Carting,False
7709,trip-153763751376963197,training,Carting,False
7710,trip-153763761783703072,training,FTL,False
7711,trip-153763768989058812,training,Carting,False
7712,trip-153763813245366825,training,FTL,False
7713,trip-153763817777669446,training,FTL,False
7714,trip-153763843600133581,training,Carting,False
7715,trip-153763860223331567,training,FTL,False
7716,trip-153763862340416966,training,FTL,False
7717,trip-153763870273085341,training,FTL,False
7718,trip-153763874131439835,training,FTL,False
7719,trip-153763877810796043,training,FTL,False
7720,trip-153763882833620318,training,Carting,False
7721,trip-153763896825480786,training,FTL,False
7722,trip-153763907519770369,training,FTL,False
7723,trip-153763912416241133,training,FTL,False
